gateway ID,node MAC,UTC timestamp,us count,frequency,RF chain,RX chain,status,size,modulation,bandwidth,datarate,coderate,RSSI,SNR,ESP,payload,gx,gy,gz,nx,ny,nz,hori_d,3d_d,i,j
B827EBFFFEEEC460,,2022-10-24 04:21:35.040Z,165700060,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-68,5.75,-69.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:36.544Z,167203276,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-69,6.75,-69.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:38.047Z,168706492,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-67,7.25,-67.75,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:39.550Z,170209708,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-63,6.25,-63.92,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:41.052Z,171712924,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-65,5.5,-66.08,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:42.557Z,173216140,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-65,6.5,-65.88,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:44.058Z,174719356,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-63,6.75,-63.83,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:45.563Z,176222572,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-63,6,-63.97,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:47.065Z,177725796,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-63,7,-63.79,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:48.568Z,179229012,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-69,5.75,-70.02,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
B827EBFFFEEEC460,,2022-10-24 04:21:50.073Z,180732228,904300000,0,2,CRC_OK ,10,LORA,125000,SF12  ,4月5日,-75,7,-75.79,30303030-30303030-3030,9.76,4,10,49.76,4,0.45,40,41.12423252,40,0
